Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/l,d/w,l/w,E (J/mm),E (J/mm3),absorption coefficient,absorption coefficient 2,density,Cp,k,melting T,minimum absorptivity,meltpool shape,spatter,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),D10,D50,D90,paper ID,paper,porosity,relative density,comment,
IN625,PBF,SLM,345,1060,0,40,50,143,100,214.5,965.25,2.5,0.466200466,4.5,0.325471698,57,,0.729678349,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/50,,,,1320
IN625,PBF,SLM,345,1060,0,40,50,122,100,214.72,966.24,2.5,0.465722802,4.5,0.325471698,66.8,,0.73115572,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/51,,,,1320
IN625,PBF,SLM,345,1060,0,40,50,107,100,214,963,2.5,0.46728972,4.5,0.325471698,75.9,,0.726326244,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/52,,,,1320
IN625,PBF,SLM,345,1060,0,40,50,86,100,215,967.5,2.5,0.465116279,4.5,0.325471698,94.9,,0.73303817,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/53,,,,1320
IN625,PBF,SLM,345,1060,0,40,50,71,100,213,958.5,2.5,0.469483568,4.5,0.325471698,113.9,,0.719645183,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/54,,,,1320
IN625,PBF,SLM,350,800,0,40,50,469,120,234.5,914.55,3,0.511727079,3.9,0.4375,23.3,,0.652484013,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/55,,,,1320
IN625,PBF,SLM,350,800,0,40,50,235,120,235,916.5,3,0.510638298,3.9,0.4375,46.6,,0.655224184,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/56,,,,1320
IN625,PBF,SLM,350,800,0,40,50,156,120,234,912.6,3,0.512820513,3.9,0.4375,69.9,,0.649749582,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/57,,,,1320
IN625,PBF,SLM,350,800,0,40,50,133,120,234.08,912.912,3,0.51264525,3.9,0.4375,82,,0.650186705,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/58,,,,1320
IN625,PBF,SLM,350,800,0,40,50,117,120,234,912.6,3,0.512820513,3.9,0.4375,93.2,,0.649749582,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/59,,,,1320
IN625,PBF,SLM,350,800,0,40,50,94,120,235,916.5,3,0.510638298,3.9,0.4375,116.5,,0.655224184,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/60,,,,1320
IN625,PBF,SLM,340,560,0,40,50,551,140,275.5,936.7,3.5,0.508166969,3.4,0.607142857,27.5,,0.653503173,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/61,,,,1320
IN625,PBF,SLM,340,560,0,40,50,276,140,276,938.4,3.5,0.507246377,3.4,0.607142857,55.1,,0.655830829,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/62,,,,1320
IN625,PBF,SLM,340,560,0,40,50,184,140,276,938.4,3.5,0.507246377,3.4,0.607142857,82.6,,0.655830829,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/63,,,,1320
IN625,PBF,SLM,340,560,0,40,50,157,140,276.32,939.488,3.5,0.506658946,3.4,0.607142857,97,,0.657322699,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/64,,,,1320
IN625,PBF,SLM,340,560,0,40,50,138,140,276,938.4,3.5,0.507246377,3.4,0.607142857,110.2,,0.655830829,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/65,,,,1320
TiC/Inconel 718,PBF,SLM,75,100,0,50,70,50,28,35,50,0.56,0.8,1.428571429,0.75,300,0.704336589,0.037148336,7377.5,407.25,13.25,2015,0.178,LOF,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307349,,,,1742
TiC/Inconel 718,PBF,SLM,100,100,0,50,70,50,53,80,90,1.06,0.6625,1.125,1,400,0.939193168,0.083552733,7377.5,407.25,13.25,2015,0.178,LOF,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307350,,,,1742
TiC/Inconel 718,PBF,SLM,125,100,0,50,70,50,68,110,120,1.36,0.618181818,1.090909091,1.25,500,1.173972031,0.106479246,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307351,,,,1742
TiC/Inconel 718,PBF,SLM,150,100,0,50,70,50,86,212,217,1.72,0.405660377,1.023584906,1.5,600,1.408750894,0.250579922,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307352,,,,1742
TiC/Inconel 718,PBF,SLM,125,50,0,50,70,50,92,215,240,1.84,0.427906977,1.11627907,2.5,1000,2.347866346,0.205745181,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307353,,,,1742
TiC/Inconel 718,PBF,SLM,125,100,0,50,70,50,68,109,120,1.36,0.623853211,1.100917431,1.25,500,1.173972031,0.10502996,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307354,,,,1742
TiC/Inconel 718,PBF,SLM,125,200,0,50,70,50,58,91,102,1.16,0.637362637,1.120879121,0.625,250,0.586986015,0.11701791,7377.5,407.25,13.25,2015,0.178,balling,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307355,,,,1742
TiC/Inconel 718,PBF,SLM,125,300,0,50,70,50,50,78,90,1,0.641025641,1.153846154,0.416666667,166.6666667,0.391298105,0.118210444,7377.5,407.25,13.25,2015,0.178,balling,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307356,,,,1742
Hastelloy X,PBF,SLM,150,600,0,20,80,,76,132,,3.8,0.575757576,0,0.25,,,0.423243494,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320760,,,,1355
Hastelloy X,PBF,SLM,150,700,0,20,80,,66,127,,3.3,0.519685039,0,0.214285714,,,0.45393798,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320761,,,,1355
Hastelloy X,PBF,SLM,150,1000,0,20,80,,24,77,,1.2,0.311688312,0,0.15,,,0.240466632,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320762,,,,1355
Hastelloy X,PBF,SLM,200,800,0,20,80,,77,128,,3.85,0.6015625,0,0.25,,,0.392291995,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320763,,,,1355
Hastelloy X,PBF,SLM,200,1000,0,20,80,,72,115,,3.6,0.626086957,0,0.2,,,0.393670681,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320764,,,,1355
Hastelloy X,PBF,SLM,200,1300,0,20,80,,28,85,,1.4,0.329411765,0,0.153846154,,,0.280092704,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320765,,,,1355
Hastelloy X,PBF,SLM,250,1000,0,20,80,,86,132,,4.3,0.651515152,0,0.25,,,0.412561847,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320766,,,,1355
Hastelloy X,PBF,SLM,250,1200,0,20,80,,64,105,,3.2,0.60952381,0,0.208333333,,,0.313836513,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320767,,,,1355
Hastelloy X,PBF,SLM,250,1600,0,20,80,,45,96,,2.25,0.46875,0,0.15625,,,0.347236443,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320768,,,,1355
Hastelloy X,PBF,SLM,300,1200,0,20,80,,98,125,,4.9,0.784,0,0.25,,,0.368241318,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320769,,,,1355
Hastelloy X,PBF,SLM,300,1500,0,20,80,,65,125,,3.25,0.52,0,0.2,,,0.457140649,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320770,,,,1355
Hastelloy X,PBF,SLM,300,2000,0,20,80,,46,86,,2.3,0.534883721,0,0.15,,,0.289232168,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320771,,,,1355
Hastelloy X,PBF,SLM,150,600,0,40,80,,55,116,,1.375,0.474137931,0,0.25,,,0.32970198,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320772,,,,1355
Hastelloy X,PBF,SLM,150,700,0,40,80,,58,118,,1.45,0.491525424,0,0.214285714,,,0.393571702,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320773,,,,1355
Hastelloy X,PBF,SLM,150,1000,0,40,80,,28,92,,0.7,0.304347826,0,0.15,,,0.339654707,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320774,,,,1355
Hastelloy X,PBF,SLM,200,800,0,40,80,,72,128,,1.8,0.5625,0,0.25,,,0.392291995,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320775,,,,1355
Hastelloy X,PBF,SLM,200,1000,0,40,80,,64,116,,1.6,0.551724138,0,0.2,,,0.400393848,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320776,,,,1355
Hastelloy X,PBF,SLM,200,1300,0,40,80,,39,94,,0.975,0.414893617,0,0.153846154,,,0.341036453,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320777,,,,1355
Hastelloy X,PBF,SLM,250,1000,0,40,80,,75,132,,1.875,0.568181818,0,0.25,,,0.412561847,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320778,,,,1355
Hastelloy X,PBF,SLM,250,1200,0,40,80,,66,119,,1.65,0.554621849,0,0.208333333,,,0.401179632,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320779,,,,1355
Hastelloy X,PBF,SLM,250,1600,0,40,80,,47,112,,1.175,0.419642857,0,0.15625,,,0.470361577,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320780,,,,1355
Hastelloy X,PBF,SLM,300,1200,0,40,80,,90,122,,2.25,0.737704918,0,0.25,,,0.351074015,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320781,,,,1355
Hastelloy X,PBF,SLM,300,1500,0,40,80,,58,92,,1.45,0.630434783,0,0.2,,,0.25008804,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320782,,,,1355
Hastelloy X,PBF,SLM,300,2000,0,40,80,,39,99,,0.975,0.393939394,0,0.15,,,0.38176971,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320783,,,,1355
Hastelloy X,PBF,SLM,150,600,0,60,80,,63,114,,1.05,0.552631579,0,0.25,,,0.318828587,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320784,,,,1355
Hastelloy X,PBF,SLM,150,700,0,60,80,,48,120,,0.8,0.4,0,0.214285714,,,0.406614713,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320785,,,,1355
Hastelloy X,PBF,SLM,150,1000,0,60,80,,27,96,,0.45,0.28125,0,0.15,,,0.368987569,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320786,,,,1355
Hastelloy X,PBF,SLM,200,800,0,60,80,,70,126,,1.166666667,0.555555556,0,0.25,,,0.380427359,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320787,,,,1355
Hastelloy X,PBF,SLM,200,1000,0,60,80,,60,106,,1,0.566037736,0,0.2,,,0.335722484,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320788,,,,1355
Hastelloy X,PBF,SLM,200,1300,0,60,80,,35,90,,0.583333333,0.388888889,0,0.153846154,,,0.3132107,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320789,,,,1355
Hastelloy X,PBF,SLM,250,1000,0,60,80,,83,123,,1.383333333,0.674796748,0,0.25,,,0.359239271,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320790,,,,1355
Hastelloy X,PBF,SLM,250,1200,0,60,80,,58,116,,0.966666667,0.5,0,0.208333333,,,0.381562023,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320791,,,,1355
Hastelloy X,PBF,SLM,250,1600,0,60,80,,40,112,,0.666666667,0.357142857,0,0.15625,,,0.470361577,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320792,,,,1355
Hastelloy X,PBF,SLM,300,1200,0,60,80,,98,122,,1.633333333,0.803278689,0,0.25,,,0.351074015,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320793,,,,1355
Hastelloy X,PBF,SLM,300,1500,0,60,80,,70,115,,1.166666667,0.608695652,0,0.2,,,0.387854444,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320794,,,,1355
Hastelloy X,PBF,SLM,300,2000,0,60,80,,46,98,,0.766666667,0.469387755,0,0.15,,,0.374196273,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320795,,,,1355
IN718,PBF,SLM,120,200,0,70,100,500,200,200,,2.857142857,1,,0.6,,0.290578672,0.414548298,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.326,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306104,,,,1400
IN718,PBF,SLM,150,200,0,70,100,500,300,,,4.285714286,#DIV/0!,,0.75,,0.363165054,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.6575,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306105,,,,1400
IN718,PBF,SLM,320,400,0,70,100,500,300,200,,4.285714286,1.5,,0.8,,0.387412324,0.286579364,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.768,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306106,,,,1400
IN718,PBF,SLM,170,400,0,70,100,500,200,175,,2.857142857,1.142857143,,0.425,,0.20579094,0.418020937,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.93925,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306107,,,,1400
IN718,PBF,SLM,250,600,0,70,100,500,200,175,,2.857142857,1.142857143,,0.416666667,,0.201749728,0.412755514,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.920833333,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306108,,,,1400
IN718,PBF,SLM,340,800,0,70,100,500,200,,,2.857142857,#DIV/0!,,0.425,,0.20579094,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.93925,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306109,,,,1400
IN718,PBF,SLM,100,400,0,70,100,500,100,,,1.428571429,#DIV/0!,,0.25,,0.121080923,,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.5525,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306110,,,,1400
IN718,PBF,SLM,140,600,0,70,100,500,100,150,,1.428571429,0.666666667,,0.233333333,,0.112998499,0.547474803,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.515666667,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306111,,,,1400
IN718,PBF,SLM,180,800,0,70,100,500,100,,,1.428571429,#DIV/0!,,0.225,,0.108957288,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.49725,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306112,,,,1400
IN718,PBF,SLM,200,950,0,70,100,500,100,,,1.428571429,#DIV/0!,,0.210526316,,0.101962883,,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.465263158,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306113,,,,1400
IN718,PBF,SLM,210,1000,0,70,100,500,100,,,1.428571429,#DIV/0!,,0.21,,0.101729736,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.4641,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306114,,,,1400
IN718,PBF,SLM,230,1200,0,70,100,500,100,,,1.428571429,#DIV/0!,,0.191666667,,0.09279244,,8190,435,11.2,1673,0.178,balling,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.423583333,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306115,,,,1400
IN718,PBF,SLM,100,950,0,70,100,500,50,,,0.714285714,#DIV/0!,,0.105263158,,0.050981441,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.232631579,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306116,,,,1400
IN718,PBF,SLM,110,1000,0,70,100,500,50,,,0.714285714,#DIV/0!,,0.11,,0.053235194,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.2431,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306117,,,,1400
IN718,PBF,SLM,240,800,0,70,100,500,,150,,0,0,,0.3,,0.145250478,0.417703116,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.663,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306118,,,,1400
IN718,PBF,SLM,340,600,0,70,100,500,,200,,0,0,,0.566666667,,0.274413825,0.393132344,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.252333333,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306119,,,,1400
IN718,PBF,SLM,125,400,0,70,100,500,,150,,0,0,,0.3125,,0.151312296,0.424353577,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.690625,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306120,,,,1400
IN718,PBF,SLM,280,950,0,70,100,500,,150,,0,0,,0.294736842,,0.142763579,0.421251622,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.651368421,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306121,,,,1400
IN718,PBF,SLM,300,1000,0,70,100,500,,150,,0,0,,0.3,,0.145250478,0.412836744,8190,435,11.2,1673,0.178,balling,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.663,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306122,,,,1400
IN718,PBF,SLM,120,800,0,70,100,500,,100,,0,0,,0.15,,0.072664097,0.382105818,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.3315,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306123,,,,1400
IN718,PBF,SLM,140,950,0,70,100,500,,100,,0,0,,0.147368421,,0.071342932,0.383715167,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.325684211,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306124,,,,1400
IN718,PBF,SLM,150,1000,0,70,100,500,,100,,0,0,,0.15,,0.072664097,0.375617322,8190,435,11.2,1673,0.178,LOF,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.3315,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306125,,,,1400
IN718,PBF,SLM,180,1200,0,70,100,500,,100,,0,0,,0.15,,0.072664097,0.371291658,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.3315,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306126,,,,1400
